NP_033720,AOC2,retina-specific copper amine oxidase isoform b precursor,-0.056955,2.989721
NP_002175,IL6ST,interleukin-6 receptor subunit beta isoform 1 precursor,-0.522729,1.657647
NP_064575,OLFML3,olfactomedin-like protein 3 precursor,0.244797,2.477385
NP_570602,A1BG,alpha-1B-glycoprotein precursor,0.507842,4.059680
NP_006637,WASF3,wiskott-Aldrich syndrome protein family member 3,0.128972,3.711931
NP_036519,PADI4,protein-arginine deiminase type-4,-2.872048,-0.552872
NP_057317,PADI3,protein-arginine deiminase type-3,-2.928974,-0.552872
NP_037390,PYCARD,apoptosis-associated speck-like protein containing a CARD isoform a,-0.519281,-2.594301
NP_660183,PYCARD,apoptosis-associated speck-like protein containing a CARD isoform b,-0.441563,-2.910669
NP_006222,POLE,DNA polymerase epsilon catalytic subunit A,-0.515001,1.539991
NP_006308,BASP1,brain acid soluble protein 1,0.247526,-2.203418
NP_001731,CALB2,calretinin isoform 1,-0.699249,3.267564
NP_004920,CALB1,calbindin,-1.027830,4.110162
NP_689588,KLHDC7A,kelch domain-containing protein 7A,-0.853092,2.302875
NP_000892,NR3C2,mineralocorticoid receptor isoform 1,-0.759327,2.797703
NP_006409,OLFM4,olfactomedin-4 precursor,-1.175511,2.657841
NP_001070254,QSER1,glutamine and serine-rich protein 1,-0.041953,-2.146285
NP_065751,PPM1H,protein phosphatase 1H,-0.587460,1.534456
NP_001875,HAPLN1,hyaluronan and proteoglycan link protein 1 precursor,0.318475,-2.150406
NP_075378,HAPLN4,hyaluronan and proteoglycan link protein 4 precursor,1.069777,-1.025053
NP_006868,GMPR,GMP reductase 1,-0.582145,3.147001
NP_057531,MPP6,MAGUK p55 subfamily member 6,0.212185,2.282464
NP_001265299,NA,MAGUK p55 subfamily member 2 isoform 1,-0.311110,1.928005
NP_963293,NDRG2,protein NDRG2 isoform a,-0.812659,1.331197
NP_963294,NDRG2,protein NDRG2 isoform b,-0.788118,1.414495
NP_001116540,NA,peptidyl-prolyl cis-trans isomerase A-like 4G,-0.992538,-3.311940
NP_055985,SULF1,extracellular sulfatase Sulf-1 precursor,-0.681483,-3.170219
NP_001155313,SULF2,extracellular sulfatase Sulf-2 isoform a precursor,-0.439982,-2.904427
NP_663318,APOL1,apolipoprotein L1 isoform b precursor,0.152907,3.362402
NP_653254,NACC2,nucleus accumbens-associated protein 2,-0.741298,2.185871
NP_000058,CA2,carbonic anhydrase 2,-0.433711,4.743403
NP_001748,CBR1,carbonyl reductase,-0.314299,1.784047
NP_006741,SNTB2,beta-2-syntrophin,0.497670,2.543032
NP_001012339,DNAJC21,dnaJ homolog subfamily C member 21 isoform 2,-0.025947,-2.112434
NP_919259,DNAJC21,dnaJ homolog subfamily C member 21 isoform 1,-0.015703,-2.112434
NP_001338,DGKQ,diacylglycerol kinase theta,-0.169039,-2.735438
NP_001229825,NA,DEP domain-containing protein 5 isoform 4,-0.358696,1.938189
NP_001229826,NA,DEP domain-containing protein 5 isoform 5,-0.353877,1.938189
NP_079113,ATP8B4,probable phospholipid-transporting ATPase IM,-0.146659,-2.205100
NP_000552,GSTM1,glutathione S-transferase Mu 1 isoform 1,-1.697915,1.890935
NP_000839,GSTM2,glutathione S-transferase Mu 2 isoform 1,-0.897034,3.063757
NP_000841,GSTM4,glutathione S-transferase Mu 4 isoform 1,-1.504660,1.435518
NP_000842,GSTM5,glutathione S-transferase Mu 5,-1.901527,0.952349
NP_666533,GSTM1,glutathione S-transferase Mu 1 isoform 2,-1.714003,1.816007
NP_000053,SERPING1,plasma protease C1 inhibitor precursor,0.704590,4.150589
NP_652759,RGS3,regulator of G-protein signaling 3 isoform 6,0.349838,-1.843266
NP_652760,RGS3,regulator of G-protein signaling 3 isoform 5,0.390916,-1.843266
NP_008838,PYCR1,"pyrroline-5-carboxylate reductase 1,-0.480807,-2.812172
NP_722546,PYCR1,"pyrroline-5-carboxylate reductase 1,-0.479302,-2.676659
NP_699204,AGXT2L2,5-phosphohydroxy-L-lysine phospho-lyase isoform 2,0.104932,2.779154
NP_149974,C20ORF114,BPI fold-containing family B member 1 precursor,-5.341151,-0.829455
NP_060275,RASIP1,ras-interacting protein 1,0.219766,2.311608
NP_065789,KIDINS220,kinase D-interacting substrate of 220 kDa,0.096733,2.633695
NP_005724,KIF20A,kinesin-like protein KIF20A,0.146543,-2.054541
NP_872407,NA,pleckstrin homology domain-containing family S member 1 isoform 1,-1.335031,0.724591
NP_059118,CALML5,calmodulin-like protein 5,-4.017422,-1.933776
NP_005300,GPT,alanine aminotransferase 1,0.159668,3.504302
NP_005785,DHRS2,dehydrogenase/reductase SDR family member 2 isoform 2,-3.778171,-1.770892
NP_878912,DHRS2,dehydrogenase/reductase SDR family member 2 isoform 1,-3.866812,-1.818668
NP_001139478,IGFALS,insulin-like growth factor-binding protein complex acid labile subunit isoform 1 precursor,0.467605,2.814579
NP_000121,F5,coagulation factor V precursor,-0.089589,3.139292
NP_001124335,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase family member 2 isoform 3 preproprotein,0.567603,3.047890
NP_006200,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase family member 2 isoform 1 preproprotein,0.583627,3.092181
NP_115717,DDI2,protein DDI1 homolog 2,-0.190285,2.655569
NP_000910,PAM,peptidyl-glycine alpha-amidating monooxygenase isoform a preproprotein,0.492185,2.838643
NP_004648,SDPR,serum deprivation-response protein,0.113839,3.686679
NP_002490,NEO1,neogenin isoform 1 precursor,-0.180612,2.045609
NP_005255,GFRA1,GDNF family receptor alpha-1 isoform a preproprotein,-2.719154,-0.025306
NP_665736,GFRA1,GDNF family receptor alpha-1 isoform b preproprotein,-2.663133,0.027106
NP_002558,PEBP1,phosphatidylethanolamine-binding protein 1 preproprotein,-0.030884,2.277732
NP_002955,S100A8,protein S100-A8,-4.050605,-0.820089
NP_075047,LPIN3,phosphatidate phosphatase LPIN3,-0.056988,2.174802
NP_002347,MARCKS,myristoylated alanine-rich C-kinase substrate,-0.400748,-2.659368
NP_057071,HEBP1,heme-binding protein 1,-1.913113,1.201619
NP_006636,STARD10,PCTP-like protein,-1.021650,2.267037
NP_001008661,CCBL2,kynurenine--oxoglutarate transaminase 3 isoform 1,0.308063,2.424231
NP_000704,BLVRB,flavin reductase (NADPH),0.010629,4.264988
NP_612409,NOM1,nucleolar MIF4G domain-containing protein 1,-0.942111,-4.446642
NP_001121181,PRG4,proteoglycan 4 isoform C precursor,0.169282,2.224347
NP_002956,S100A9,protein S100-A9,-4.650540,-1.726933
NP_003307,NA,E3 ubiquitin-protein ligase TTC3,-0.827628,-4.237002
NP_006206,SERPINA4,kallistatin precursor,0.395016,3.224447
NP_001729,CA1,carbonic anhydrase 1,-1.710366,4.972134
NP_001280,CLIC2,chloride intracellular channel protein 2,0.372295,2.599349
NP_036557,RSU1,ras suppressor protein 1 isoform 1,0.602157,2.837673
NP_006218,PLTP,phospholipid transfer protein isoform a precursor,0.212644,2.688495
NP_001122401,ROBO2,roundabout homolog 2 isoform ROBO2a,-0.228346,-3.001310
NP_036434,LPHN2,latrophilin-2 precursor,-0.370769,2.196903
NP_940876,OLFML1,olfactomedin-like protein 1 precursor,0.621640,3.751603
NP_008929,SCGN,secretagogin,-5.058452,-1.169640
NP_001138612,NA,putative uncharacterized protein CXorf49,-4.487492,-1.948700
XP_003960877,NA,PREDICTED: uncharacterized protein CXorf49-like,-3.967648,0.000000
NP_000008,ACADS,"short-chain specific acyl-CoA dehydrogenase,-0.118069,3.012293
NP_003291,TRAF3,TNF receptor-associated factor 3 isoform 1,-0.128762,2.256110
NP_006320,FBLN5,fibulin-5 precursor,0.399399,2.431541
NP_002517,NT5E,5'-nucleotidase isoform 1 preproprotein,0.494958,3.450054
NP_005917,MFAP1,microfibrillar-associated protein 1,-0.234579,-2.837948
NP_085137,ZNF436,zinc finger protein 436,-0.816891,-3.709990
NP_001076804,ZFP112,zinc finger protein 112 isoform 1,-0.759742,-4.525944
NP_958357,ZNF644,zinc finger protein 644 isoform 1,-0.046077,3.229498
NP_005885,CD5L,CD5 antigen-like precursor,0.023807,3.435197
NP_000020,AGT,angiotensinogen preproprotein,0.509921,3.810549
NP_079017,ZNF408,zinc finger protein 408 isoform 1,0.143258,3.863085
NP_000894,NQO1,NAD(P)H dehydrogenase,-1.614442,1.144247
NP_963868,SLC4A3,anion exchange protein 3 isoform 2,-0.576052,2.770716
NP_055439,S100A6,protein S100-A6,0.109305,2.384609
NP_003529,NA,histone H4,0.320187,2.374487
NP_000217,KRT9,"keratin,-0.291167,2.756059
NP_000181,HMBS,porphobilinogen deaminase isoform 1,-0.092220,2.248525
NP_006392,NA,acidic leucine-rich nuclear phosphoprotein 32 family member B,-0.177440,-2.229920
NP_036535,ANP32C,acidic leucine-rich nuclear phosphoprotein 32 family member C,-0.233343,-2.684810
NP_690870,C22ORF25,transport and Golgi organization 2 homolog,0.401880,3.609148
NP_113649,CRISPLD1,cysteine-rich secretory protein LCCL domain-containing 1 precursor,-1.527172,1.410676
NP_000467,AK1,adenylate kinase isoenzyme 1,0.108900,2.981323
NP_777283,AK5,adenylate kinase isoenzyme 5 isoform 1,-0.050430,3.051909
NP_002506,NOVA1,RNA-binding protein Nova-1 isoform 1,-1.488890,1.408079
NP_001153803,NFASC,neurofascin isoform 2 precursor,-0.306790,1.695337
NP_001186016,NA,cytosolic 5'-nucleotidase 1B isoform 4,0.267820,4.365634
NP_689794,MOSPD2,motile sperm domain-containing protein 2 isoform 1,-0.273147,-2.614210
NP_219499,CTTNBP2,cortactin-binding protein 2,-0.520471,1.657424
NP_001002,NA,40S ribosomal protein S7,-0.182380,-2.415006
NP_001001669,FLJ41603,rho guanine nucleotide exchange factor 37,-0.379564,1.843338
NP_071447,TINAGL1,tubulointerstitial nephritis antigen-like isoform 1 precursor,0.134470,3.300949
NP_000598,ORM1,alpha-1-acid glycoprotein 1 precursor,0.534226,4.399098
NP_000599,ORM2,alpha-1-acid glycoprotein 2 precursor,0.748242,4.321067
NP_001008219,NA,alpha-amylase 1 precursor,-2.104729,1.329139
NP_066188,AMY2B,alpha-amylase 2B precursor,-1.878041,1.480489
NP_078969,ECHDC3,"enoyl-CoA hydratase domain-containing protein 3,-0.220211,2.003885
NP_061905,ADAMTSL4,ADAMTS-like protein 4 isoform 1 precursor,-0.052980,2.310849
NP_002570,PALM,paralemmin-1 isoform 1,-0.253555,3.121088
NP_612364,SCRN2,secernin-2 isoform 1,0.179291,2.407244
NP_001164221,SRPX,sushi repeat-containing protein SRPX isoform 2 precursor,0.034598,2.814855
NP_006298,SRPX,sushi repeat-containing protein SRPX isoform 1 precursor,0.017592,2.814855
NP_000345,SERPINA7,thyroxine-binding globulin precursor,0.430153,4.491093
NP_057256,UBAC1,ubiquitin-associated domain-containing protein 1,0.198192,3.391332
NP_003666,PRPF18,pre-mRNA-splicing factor 18,0.071550,-2.495808
NP_001624,AMBP,protein AMBP preproprotein,0.467706,3.451362
NP_001494,GPLD1,phosphatidylinositol-glycan-specific phospholipase D precursor,0.410606,3.663300
NP_001002030,ECHDC1,ethylmalonyl-CoA decarboxylase isoform 1,0.191651,2.784383
NP_001265432,NA,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A isoform a,-0.602092,-3.695057
NP_570899,AMOTL1,angiomotin-like protein 1,-0.348440,2.409801
NP_116038,CNDP1,beta-Ala-His dipeptidase precursor,0.480810,3.596970
NP_001978,ETV6,transcription factor ETV6,-0.326850,-2.783730
NP_002845,PVALB,parvalbumin alpha,-2.382391,2.661673
NP_001837,COL4A2,collagen alpha-2(IV) chain preproprotein,0.182542,2.716154
NP_001186512,NA,protein kinase C and casein kinase substrate in neurons protein 1,-0.881979,-4.254822
NP_060106,TRPM4,transient receptor potential cation channel subfamily M member 4 isoform 1,-0.675287,-2.706205
NP_828847,CYP4X1,cytochrome P450 4X1,-0.424336,-2.675048
NP_009214,MGLL,monoglyceride lipase isoform 1,0.458730,4.149430
NP_000095,CYP1B1,cytochrome P450 1B1,0.290879,-2.618006
NP_001184252,NA,HIRA-interacting protein 3 isoform 2,-0.433334,-2.867129
NP_002834,PTPRJ,receptor-type tyrosine-protein phosphatase eta isoform 1 precursor,0.018186,2.616779
NP_001638,APOD,apolipoprotein D precursor,-0.340063,5.199638
NP_004263,HOMER1,homer protein homolog 1 isoform 1,-0.185253,-3.848338
NP_001433,FABP4,"fatty acid-binding protein,0.038662,4.998650
NP_002668,PMP2,myelin P2 protein,-0.234466,5.942545
NP_003002,SET,protein SET isoform 2,-0.290244,-2.584165
NP_003266,TMOD1,tropomodulin-1,0.116009,4.234714
NP_037485,TMOD4,tropomodulin-4,0.149302,4.341216
NP_055682,KBTBD11,kelch repeat and BTB domain-containing protein 11,0.222890,3.337144
NP_001519,HGFAC,hepatocyte growth factor activator preproprotein,0.473408,3.390339
NP_115575,ARID5B,AT-rich interactive domain-containing protein 5B isoform 1,0.440263,2.697448
NP_113669,SLC25A18,mitochondrial glutamate carrier 2,-0.075513,2.327732
NP_003732,CHRD,chordin precursor,-0.026675,-2.133487
NP_000024,ABCD1,ATP-binding cassette sub-family D member 1,-0.446048,-2.678126
NP_005155,ABCD2,ATP-binding cassette sub-family D member 2,-0.292595,6.530123
NP_001046,SULT1A1,sulfotransferase 1A1 isoform a,-0.740996,2.018288
XP_003960686,NA,PREDICTED: sulfotransferase 1A3/1A4-like isoform 1,-0.180171,3.089689
NP_001045,SULT1A2,sulfotransferase 1A2,-0.720860,1.855967
NP_803880,SULT1A1,sulfotransferase 1A1 isoform b,-0.546433,1.919010
NP_006399,AGR2,anterior gradient protein 2 homolog precursor,-2.166267,0.560831
NP_789783,AGR3,anterior gradient protein 3 homolog precursor,-1.340018,1.198897
NP_003381,WEE1,wee1-like protein kinase isoform 1,-0.274531,2.656962
NP_001613,AHSG,alpha-2-HS-glycoprotein preproprotein,0.424777,4.849143
NP_085135,ASXL3,putative Polycomb group protein ASXL3,-1.231587,2.095157
NP_060528,CRTAC1,cartilage acidic protein 1 isoform A precursor,0.212105,3.859268
NP_056509,ZNF777,zinc finger protein 777,-0.519480,-2.719226
NP_741996,SALL3,sal-like protein 3,-0.438552,-2.719226
NP_002959,SALL1,sal-like protein 1 isoform a,-0.347386,-2.719226
NP_001004309,ZNF774,zinc finger protein 774,-0.274072,-2.317515
NP_659484,OSCP1,protein OSCP1 isoform 1,-0.560904,1.675774
NP_996668,OSCP1,protein OSCP1 isoform 2,-0.755025,2.127117
NP_060340,TMEM132A,transmembrane protein 132A isoform a precursor,-0.481067,1.903028
NP_001027536,NA,gamma-glutamyltranspeptidase 1 precursor,-0.404482,3.364006
XP_003846351,NA,PREDICTED: gamma-glutamyltranspeptidase 2,-0.459954,3.352758
NP_877439,MACC1,metastasis-associated in colon cancer protein 1,-0.354581,1.847738
NP_071412,PBLD,phenazine biosynthesis-like domain-containing protein isoform a,-0.254517,1.968702
NP_001028255,PBLD,phenazine biosynthesis-like domain-containing protein isoform b,-0.301917,2.202516
NP_116186,AIFM2,apoptosis-inducing factor 2,0.406006,3.723596
NP_789794,BBS7,Bardet-Biedl syndrome 7 protein isoform a,-0.106206,2.559732
NP_057270,SERPINA10,protein Z-dependent protease inhibitor precursor,0.372238,3.442986
NP_001165081,LDB3,LIM domain-binding protein 3 isoform 5,-0.821513,3.242499
NP_009009,LDB3,LIM domain-binding protein 3 isoform 1,-0.809137,3.242499
NP_001073583,LDB3,LIM domain-binding protein 3 isoform 2,-0.766743,3.242499
NP_001165082,LDB3,LIM domain-binding protein 3 isoform 6,0.262529,3.273370
NP_078925,BBS1,Bardet-Biedl syndrome 1 protein,0.046008,2.475949
NP_001231634,NA,cysteine sulfinic acid decarboxylase isoform 2,-0.252185,3.159944
NP_116098,PYROXD2,pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2,-0.506968,3.340174
NP_000311,QDPR,dihydropteridine reductase,-0.577423,2.368215
NP_001160163,TTK,dual specificity protein kinase TTK isoform 2,-0.044484,2.659995
NP_000137,NA,ferritin light chain,-0.141286,2.438325
NP_056023,ANKRD12,ankyrin repeat domain-containing protein 12 isoform 1,-0.444022,1.847545
NP_077078,NA,tryptase beta-2 precursor,-1.138929,2.058237
NP_003285,NA,tryptase alpha/beta-1 precursor,-1.041669,2.122552
NP_001002841,MYL4,myosin light chain 4,0.349384,3.365883
NP_444251,NA,E3 ubiquitin-protein ligase ZFP91 isoform 1,0.119611,-2.457320
NP_004681,LATS1,serine/threonine-protein kinase LATS1 isoform 1,-0.085991,2.531063
NP_001257448,NA,serine/threonine-protein kinase LATS1 isoform 2,-0.348596,2.531063
NP_006160,NNMT,nicotinamide N-methyltransferase,0.300581,-1.893747
NP_009030,ACP1,low molecular weight phosphotyrosine protein phosphatase isoform b,-0.033575,2.149728
NP_001786,CDH5,cadherin-5 preproprotein,0.432171,3.169700
NP_001137498,NDOR1,NADPH-dependent diflavin oxidoreductase 1 isoform a,-0.011100,3.361281
NP_000495,F10,coagulation factor X preproprotein,0.156771,3.043775
NP_004674,RGN,regucalcin,0.477459,3.940069
NP_000362,TTR,transthyretin precursor,0.495461,4.017386
NP_001919,CFD,complement factor D preproprotein,-0.252326,2.925200
NP_001863,NA,carboxypeptidase B2 isoform 1 preproprotein,0.387953,2.624797
NP_694999,MAMDC2,MAM domain-containing protein 2 precursor,-0.247000,2.025994
NP_056117,HAUS5,HAUS augmin-like complex subunit 5,-0.110135,2.138710
NP_116181,ZBTB45,zinc finger and BTB domain-containing protein 45,0.075527,2.929220
NP_000469,ALPL,"alkaline phosphatase,-0.066098,3.334337
NP_444284,CCND1,G1/S-specific cyclin-D1,-0.552273,1.468304
NP_003077,SNAPC4,snRNA-activating protein complex subunit 4,-1.190693,-5.326740
NP_660331,ZNF296,zinc finger protein 296,-0.081983,3.940745
NP_665877,GSTZ1,maleylacetoacetate isomerase isoform 1,-0.489792,2.279752
NP_000895,NQO2,ribosyldihydronicotinamide dehydrogenase,0.199362,3.219610
NP_001164432,IGSF1,immunoglobulin superfamily member 1 isoform 3 precursor,-2.394224,0.880970
NP_002677,PNMT,phenylethanolamine N-methyltransferase,-5.666319,-1.953353
NP_002843,PTX3,pentraxin-related protein PTX3 precursor,-1.783176,0.950236
NP_004956,HMGN1,non-histone chromosomal protein HMG-14,-1.169546,-3.633277
NP_001243404,NA,testicular haploid expressed gene protein-like,-0.483868,-3.207511
NP_001031,SHBG,sex hormone-binding globulin isoform 1 precursor,0.309355,3.836461
NP_115814,L3MBTL3,lethal(3)malignant brain tumor-like protein 3 isoform a,0.053858,-2.128852
NP_055760,ABLIM3,actin-binding LIM protein 3,-0.022809,2.907563
NP_002643,PIP,prolactin-inducible protein precursor,-4.989091,5.357342
NP_700356,LRIG3,leucine-rich repeats and immunoglobulin-like domains protein 3 isoform 2 precursor,0.164779,-3.166496
NP_001094346,PHYHD1,phytanoyl-CoA dioxygenase domain-containing protein 1 isoform a,-0.882612,1.272545
NP_777593,PHYHD1,phytanoyl-CoA dioxygenase domain-containing protein 1 isoform b,-1.003652,1.387351
NP_000437,PON1,serum paraoxonase/arylesterase 1 precursor,0.400699,4.039790
NP_000931,PON3,serum paraoxonase/lactonase 3,0.413781,3.062285
NP_057090,ABHD5,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,0.566010,3.553363
NP_002577,PBX2,pre-B-cell leukemia transcription factor 2,0.161991,2.203250
NP_000615,SERPINA5,plasma serine protease inhibitor preproprotein,0.374349,2.872666
NP_001902,CTSG,cathepsin G preproprotein,-0.934529,2.386397
NP_005655,MKRN3,probable E3 ubiquitin-protein ligase makorin-3,-0.261571,4.436835
NP_001435,NA,"fatty acid-binding protein,-0.192239,2.090142
NP_001265576,NA,zinc finger and BTB domain-containing protein 48,-1.284110,-3.656210
NP_002353,MAGEA4,melanoma-associated antigen 4,-3.232161,-0.959547
NP_079130,PYROXD1,pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1,-0.384524,-3.494701
NP_001030024,SMOC1,SPARC-related modular calcium-binding protein 1 isoform 1 precursor,-2.199385,0.022935
NP_055567,NA,signal peptidase complex subunit 2,-0.572270,-3.323874
NP_003078,SNCG,gamma-synuclein,-0.933204,2.624402
NP_003076,SNCB,beta-synuclein,-1.097800,2.737897
NP_851996,NCAM1,neural cell adhesion molecule 1 isoform 2 precursor,0.473900,2.628937
NP_000606,NCAM1,neural cell adhesion molecule 1 isoform 1 precursor,0.498027,3.067078
NP_073583,MOSC1,"MOSC domain-containing protein 1,0.228813,3.162441
NP_036311,FBXO7,F-box only protein 7 isoform 1,-0.119928,2.277090
NP_061845,GDAP1,ganglioside-induced differentiation-associated protein 1 isoform a,-0.946435,1.277018
NP_060023,INO80,DNA helicase INO80,-0.352472,3.334869
NP_940887,TPRG1,tumor protein p63-regulated gene 1 protein,-3.449600,3.398003
NP_001870,MASP1,mannan-binding lectin serine protease 1 isoform 1 precursor,0.088347,3.174135
NP_624302,MASP1,mannan-binding lectin serine protease 1 isoform 2 precursor,0.173558,3.097403
NP_001027019,MASP1,mannan-binding lectin serine protease 1 isoform 3 precursor,0.105268,3.097403
NP_001229344,NA,WD repeat-containing protein 20 isoform 5,0.478725,3.002023
NP_001138501,ANKRD30B,ankyrin repeat domain-containing protein 30B,-0.502785,-2.634654
NP_060379,RMND1,required for meiotic nuclear division protein 1 homolog isoform 1,-2.294174,0.051800
NP_056020,ATP11A,probable phospholipid-transporting ATPase IH isoform a,-1.050774,1.995976
NP_000046,BCHE,cholinesterase precursor,0.284525,3.896057
NP_689873,FAM76A,protein FAM76A isoform 3,0.056844,2.536735
NP_001137384,FAM76A,protein FAM76A isoform 1,0.108619,2.536735
NP_004090,STOM,erythrocyte band 7 integral membrane protein isoform a,-0.178672,3.225990
NP_659477,PRKCDBP,protein kinase C delta-binding protein,0.464280,3.102990
NP_443204,LRG1,leucine-rich alpha-2-glycoprotein precursor,0.500500,4.470354
NP_077284,DHRS11,dehydrogenase/reductase SDR family member 11 precursor,-1.319279,2.288686
NP_056950,PRDM2,PR domain zinc finger protein 2 isoform b,-0.114560,-4.391695
NP_036363,PRDM2,PR domain zinc finger protein 2 isoform a,-0.131912,-4.391695
NP_775099,ABCA12,ATP-binding cassette sub-family A member 12 isoform a,-0.250058,1.775526
NP_036381,NA,rho-related GTP-binding protein RhoQ precursor,-0.014243,-2.452440
NP_065714,RHOJ,rho-related GTP-binding protein RhoJ precursor,0.057122,-2.452440
NP_076943,C19ORF43,uncharacterized protein C19orf43,-0.414914,-2.686884
NP_057152,FIS1,mitochondrial fission 1 protein,-0.314797,2.317135
NP_001188292,NA,high mobility group nucleosome-binding domain-containing protein 3 isoform HMGN3d,-1.562853,-4.660506
NP_004233,HMGN3,high mobility group nucleosome-binding domain-containing protein 3 isoform HMGN3a,-1.289183,-4.334566
NP_001188291,NA,high mobility group nucleosome-binding domain-containing protein 3 isoform HMGN3c,-1.588806,-4.650684
NP_001138467,CCDC85C,coiled-coil domain-containing protein 85C,-0.197401,-3.124538
NP_001185624,NA,microfibril-associated glycoprotein 4 isoform 1 precursor,-0.538778,1.943136
NP_001161212,SMYD3,histone-lysine N-methyltransferase SMYD3 isoform 1,-0.456236,-2.500184
NP_001186750,NA,magnesium-dependent phosphatase 1 isoform 2,0.173868,2.415718
NP_003456,CHIT1,chitotriosidase-1 isoform 1 precursor,-0.329826,3.600349
NP_060338,TTC12,tetratricopeptide repeat protein 12,-0.235831,2.609772
NP_002052,GCLM,glutamate--cysteine ligase regulatory subunit,-0.106788,1.914777
NP_005172,CA3,carbonic anhydrase 3,-0.039837,4.597620
NP_001108224,CD55,complement decay-accelerating factor isoform 2 precursor,-0.387274,1.900091
NP_005555,LCN2,neutrophil gelatinase-associated lipocalin precursor,-3.782521,0.257357
NP_000845,NA,glutathione S-transferase theta-2,-1.516126,2.566160
NP_003977,BBOX1,gamma-butyrobetaine dioxygenase,-0.266826,2.156613
NP_065228,FHL5,four and a half LIM domains protein 5,0.239102,2.843683
NP_001073982,CPN2,carboxypeptidase N subunit 2 precursor,0.469266,3.611849
NP_001107609,EPB49,dematin isoform 2,-0.435069,4.442218
NP_001107607,EPB49,dematin isoform 1,-0.364353,3.850789
NP_056494,TRUB2,probable tRNA pseudouridine synthase 2,-0.039411,2.196131
XP_003960218,NA,PREDICTED: thioredoxin-interacting protein-like isoform 1,-0.539596,2.272771
NP_277037,TRERF1,transcriptional-regulating factor 1,-0.137195,1.968419
NP_006735,RBP4,retinol-binding protein 4 precursor,0.873182,3.581376
NP_003003,SFRP1,secreted frizzled-related protein 1 precursor,-0.372048,4.025445
NP_694946,FBLN7,fibulin-7 isoform 1 precursor,0.439355,4.638686
NP_000851,HPGD,15-hydroxyprostaglandin dehydrogenase,-1.128291,1.282472
NP_055565,DLGAP5,disks large-associated protein 5 isoform a,0.022786,-2.512540
NP_775965,ATP11C,probable phospholipid-transporting ATPase IG isoform a,-0.333290,1.995976
NP_036382,RRAS2,ras-related protein R-Ras2 isoform a,0.272433,2.495238
NP_000147,GAMT,guanidinoacetate N-methyltransferase isoform a,-0.742287,1.831092
NP_000597,C8G,complement component C8 gamma chain precursor,0.518116,3.343021
NP_954655,BPGM,bisphosphoglycerate mutase,-0.234412,4.393183
NP_001747,SERPINA6,corticosteroid-binding globulin precursor,0.361069,3.301226
NP_001928,DPT,dermatopontin precursor,0.529402,3.243326
NP_001177809,NA,putative hydroxypyruvate isomerase isoform 3,0.412437,3.612290
NP_002415,MMP8,neutrophil collagenase preproprotein,-2.076467,0.710043
NP_000146,GALT,galactose-1-phosphate uridylyltransferase isoform 1,0.462139,2.467553
NP_003269,CLEC3B,tetranectin precursor,0.474088,3.168957
NP_110439,ACTL8,actin-like protein 8,-3.197611,-0.014593
NP_005743,NA,C-type lectin domain family 3 member A isoform 1 precursor,-5.565665,-2.056849
NP_001231684,NA,C-type lectin domain family 3 member A isoform 2,-5.537983,-2.266088
NP_001230707,NA,redox-regulatory protein FAM213A isoform 1 precursor,0.115583,2.697309
NP_001299,CPN1,carboxypeptidase N catalytic chain precursor,0.518857,3.721508
NP_001243589,NA,transcriptional enhancer factor TEF-4 isoform 2,-0.022056,-2.827463
NP_003204,TEAD4,transcriptional enhancer factor TEF-3 isoform 1,-0.182932,-2.721406
NP_001510,BRF1,transcription factor IIIB 90 kDa subunit isoform 1,-0.273743,1.816434
NP_001027,RYR3,ryanodine receptor 3 isoform 1,-0.942503,-3.268547
NP_001493,GP2,pancreatic secretory granule membrane major glycoprotein GP2 isoform 2 precursor,-3.105482,0.935302
NP_065969,GPAM,"glycerol-3-phosphate acyltransferase 1,0.092436,2.329843
NP_003093,SOD3,extracellular superoxide dismutase,0.025465,4.520335
NP_000366,UROS,uroporphyrinogen-III synthase,0.003034,2.501146
NP_000036,ARG1,arginase-1 isoform 2,-0.916448,3.637512
NP_000531,RYR1,ryanodine receptor 1 isoform 1,-0.367144,-3.701964
NP_055671,DENND4B,DENN domain-containing protein 4B,0.019647,2.377569
NP_067052,NTN4,netrin-4 precursor,-0.195253,2.829983
NP_060911,PECR,peroxisomal trans-2-enoyl-CoA reductase,0.184152,3.477719
NP_001020787,ARHGAP24,rho GTPase-activating protein 24 isoform 1,0.400645,3.114801
NP_112595,ARHGAP24,rho GTPase-activating protein 24 isoform 2,0.296501,3.200473
NP_059128,PTOV1,prostate tumor-overexpressed gene 1 protein,0.459858,4.076603
NP_079514,BTBD1,BTB/POZ domain-containing protein 1 isoform 1,-0.045954,2.726881
NP_597719,TTC14,tetratricopeptide repeat protein 14 isoform a,-0.305155,2.603792
NP_001267,CHI3L1,chitinase-3-like protein 1 precursor,0.038587,2.560884
NP_003019,SHB,SH2 domain-containing adapter protein B,0.034577,-3.014647
NP_056245,PAMR1,inactive serine protease PAMR1 isoform a precursor,0.202907,2.702556
